Timestamp,X,Y,Z
0,-0.7260085344314575,-0.21374467015266418,0.015529797412455082
100,-0.7662935256958008,-0.22616222500801086,0.01456931047141552
200,-0.8040768504142761,-0.23757922649383545,0.014379658736288548
300,-0.843402087688446,-0.24942493438720703,0.01411121990531683
400,-0.8860473036766052,-0.2622705399990082,0.013318197801709175
500,-0.9186626672744751,-0.27221935987472534,0.013868145644664764
600,-0.9563062191009521,-0.28357958793640137,0.014578688889741898
700,-1.00270676612854,-0.29790303111076355,0.013335924595594406
800,-1.0421136617660522,-0.30961093306541443,0.013882809318602085
997,-1.1274493932724,-0.33560389280319214,0.013605160638689995
1097,-1.1775614023208618,-0.35073721408843994,0.012370094656944275
1197,-1.216228723526001,-0.36339071393013,0.014001618139445782
1297,-1.2731873989105225,-0.3803402781486511,0.011866023764014244
1397,-1.318910002708435,-0.39455416798591614,0.011511883698403835
1497,-1.3491772413253784,-0.40479132533073425,0.013831882737576962
1597,-1.4031903743743896,-0.4211663603782654,0.01332920789718628
1697,-1.4598082304000854,-0.4380209445953369,0.011533292941749096
1797,-1.5034219026565552,-0.452053040266037,0.013470557518303394
1897,-1.5560555458068848,-0.46784618496894836,0.01325336005538702
2002,-1.606400489807129,-0.48295965790748596,0.014474406838417053
2102,-1.6724469661712646,-0.5038780570030212,0.01261339895427227
2202,-1.7301157712936401,-0.5216391086578369,0.011933148838579655
2302,-1.7709927558898926,-0.5341063141822815,0.01264871470630169
2402,-1.819779396057129,-0.5491924285888672,0.013764873147010803
2502,-1.8781300783157349,-0.5674120783805847,0.014317618682980537
2602,-1.935097098350525,-0.5850728154182434,0.014814342372119427
2702,-1.997880458831787,-0.6047728061676025,0.01448056660592556
2802,-2.066723585128784,-0.6268153190612793,0.013598877005279064
3001,-2.1800496578216553,-0.6623349785804749,0.012896622531116009
3101,-2.2395644187927246,-0.6815130710601807,0.013461614958941936
3201,-2.311976909637451,-0.7041294574737549,0.01196382474154234
3301,-2.367154359817505,-0.723339319229126,0.014323164708912373
3401,-2.43913197517395,-0.7461183667182922,0.013759535737335682
3501,-2.511819839477539,-0.7692821025848389,0.013511331751942635
3601,-2.5859503746032715,-0.7929370999336243,0.01267231535166502
3701,-2.6443920135498047,-0.8118762373924255,0.012841337360441685
3801,-2.7066688537597656,-0.8321399092674255,0.013147742487490177
3901,-2.770307779312134,-0.8527771234512329,0.014080299995839596
4004,-2.846461772918701,-0.8776590824127197,0.013716054148972034
4104,-2.9230916500091553,-0.9019439220428467,0.014262556098401546
4204,-3.0072968006134033,-0.9290856719017029,0.01372138224542141
4304,-3.078707695007324,-0.952252209186554,0.012677767314016819
4404,-3.146664619445801,-0.9743221402168274,0.012016856111586094
4504,-3.2165093421936035,-0.9969119429588318,0.013752714730799198
4604,-3.2944495677948,-1.022162675857544,0.012381752952933311
4704,-3.379474401473999,-1.0507093667984009,0.0132701201364398
4804,-3.453974485397339,-1.0761984586715698,0.015242135152220726
4904,-3.5525615215301514,-1.1074789762496948,0.014068730175495148
5022,-3.69987416267395,-1.1557178497314453,0.011503837071359158
5122,-3.690849781036377,-1.1522326469421387,0.012955796904861927
5222,-3.7689194679260254,-1.1779102087020874,0.012697416357696056
5322,-3.875885486602783,-1.213414192199707,0.013480650261044502
5422,-3.9725334644317627,-1.245331883430481,0.01401629950851202
5522,-4.083760738372803,-1.2822374105453491,0.01253245584666729
5622,-4.11152982711792,-1.2931106090545654,0.013753172941505909
5722,-4.205164432525635,-1.323764681816101,0.012777583673596382
5822,-4.3017258644104,-1.3558464050292969,0.012649234384298325
5922,-4.396832466125488,-1.3873428106307983,0.0123645244166255
6028,-4.493870735168457,-1.419711709022522,0.013010622002184391
6128,-4.593441486358643,-1.4526991844177246,0.013072842732071877
6228,-4.680155277252197,-1.4823275804519653,0.01405199896544218
6328,-4.784756183624268,-1.5179023742675781,0.014597652480006218
6428,-4.892487049102783,-1.552478551864624,0.013278991915285587
6528,-4.972740173339844,-1.5818381309509277,0.01381619367748499
6628,-5.055121421813965,-1.6108391284942627,0.014812332578003407
6728,-5.160920143127441,-1.6460788249969482,0.014543498866260052
6828,-5.2709503173828125,-1.682710886001587,0.01418133545666933
6928,-5.3712849617004395,-1.715916395187378,0.013961048796772957
7031,-5.478501796722412,-1.752038598060608,0.013286870904266834
7131,-5.564171314239502,-1.7836534976959229,0.014347859658300877
7231,-5.690415859222412,-1.8243117332458496,0.014974726364016533
7331,-5.805743217468262,-1.8632405996322632,0.014359903521835804
7431,-5.916291236877441,-1.8995943069458008,0.014393934980034828
7531,-6.030031681060791,-1.9377963542938232,0.01311469916254282
7631,-6.121420383453369,-1.9685367345809937,0.012475522235035896
7731,-6.149442672729492,-1.9810272455215454,0.013587294146418571
7831,-6.261812210083008,-2.018385410308838,0.0129963094368577
7931,-6.439307689666748,-2.079674482345581,0.013953977264463902
8031,-6.554172039031982,-2.1182169914245605,0.014010434038937092
8131,-6.654730319976807,-2.151967763900757,0.013654129579663277
8231,-6.738494396209717,-2.1794016361236572,0.014649747870862484
8331,-6.8372416496276855,-2.212350368499756,0.0140012726187706
8431,-6.957093238830566,-2.2527406215667725,0.013048321940004826
8531,-7.090118885040283,-2.297943115234375,0.012557202950119972
8631,-7.218873500823975,-2.3445303440093994,0.014806833118200302
8731,-7.327427387237549,-2.380915403366089,0.013979064300656319
8831,-7.422743797302246,-2.4124486446380615,0.012016193009912968
8931,-7.5736799240112305,-2.4641377925872803,0.012477699667215347
9031,-7.680516242980957,-2.501796245574951,0.013363641686737537
9131,-7.816335678100586,-2.547013998031616,0.013359228149056435
9231,-7.9635725021362305,-2.5947415828704834,0.014746733009815216
9331,-8.08534049987793,-2.6350600719451904,0.013822034932672977
9431,-8.215712547302246,-2.67877197265625,0.012978054583072662
9531,-8.327404022216797,-2.719358444213867,0.013697165995836258
9631,-8.467123985290527,-2.7637529373168945,0.010909943841397762
9731,-8.549532890319824,-2.7995173931121826,0.012532532215118408
9831,-8.780476570129395,-2.8748691082000732,0.013162423856556416
9931,-8.950996398925781,-2.9310033321380615,0.013795741833746433
